CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code
32260,"Marshalltown, IA",Micropolitan Statistical Area,Marshalltown,19,49755
32280,"Martin, TN",Micropolitan Statistical Area,Martin,47,46240
32300,"Martinsville, VA",Micropolitan Statistical Area,Martinsville,51,49784
32340,"Maryville, MO",Micropolitan Statistical Area,Maryville,29,46640
32380,"Mason City, IA",Micropolitan Statistical Area,Mason City,19,50160
32420,"Mayag�ez, PR",Metropolitan Statistical Area,Mayag�ez,72,52431
32460,"Mayfield, KY",Micropolitan Statistical Area,Mayfield,21,50898
32500,"Maysville, KY",Micropolitan Statistical Area,Maysville,21,51024
32540,"McAlester, OK",Micropolitan Statistical Area,McAlester,40,44800
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Edinburg,48,22660
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,McAllen,48,45384
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Mission,48,48768
32620,"McComb, MS",Micropolitan Statistical Area,McComb,28,43280
32660,"McMinnville, TN",Micropolitan Statistical Area,McMinnville,47,45100
32700,"McPherson, KS",Micropolitan Statistical Area,McPherson,20,43950
32740,"Meadville, PA",Micropolitan Statistical Area,Meadville,42,48360
32780,"Medford, OR",Metropolitan Statistical Area,Medford,41,47000
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Memphis,47,48000
32860,"Menomonie, WI",Micropolitan Statistical Area,Menomonie,55,51025
32900,"Merced, CA",Metropolitan Statistical Area,Merced,06,46898
32940,"Meridian, MS",Micropolitan Statistical Area,Meridian,28,46640
33020,"Mexico, MO",Micropolitan Statistical Area,Mexico,29,47648
33060,"Miami, OK",Micropolitan Statistical Area,Miami,40,48000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boca Raton,12,07300
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boynton Beach,12,07875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Coral Gables,12,14250
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Deerfield Beach,12,16725
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Delray Beach,12,17100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Doral,12,17935
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Fort Lauderdale,12,24000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Jupiter,12,35875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Kendall,12,36100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami,12,45000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami Beach,12,45025
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Palm Beach Gardens,12,54075
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Pompano Beach,12,58050
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Sunrise,12,69700
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,West Palm Beach,12,76600
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,La Porte,18,42246
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,Michigan City,18,48798
33180,"Middlesborough, KY",Micropolitan Statistical Area,Middlesborough,21,51924
33220,"Midland, MI",Metropolitan Statistical Area,Midland,26,53780
33260,"Midland, TX",Metropolitan Statistical Area,Midland,48,48072
33300,"Milledgeville, GA",Micropolitan Statistical Area,Milledgeville,13,51492
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Milwaukee,55,53000
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Waukesha,55,84250
33380,"Minden, LA",Micropolitan Statistical Area,Minden,22,50885
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Mineral Wells,48,48684
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Bloomington,27,06616
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eagan,27,17288
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eden Prairie,27,18116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Edina,27,18188
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minneapolis,27,43000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minnetonka,27,43252
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Plymouth,27,51730
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,St. Paul,27,58000
33500,"Minot, ND",Micropolitan Statistical Area,Minot,38,53380
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula,30,50200
33580,"Mitchell, SD",Micropolitan Statistical Area,Mitchell,46,43100
33620,"Moberly, MO",Micropolitan Statistical Area,Moberly,29,49034
33660,"Mobile, AL",Metropolitan Statistical Area,Mobile,01,50000
33700,"Modesto, CA",Metropolitan Statistical Area,Modesto,06,48354
33740,"Monroe, LA",Metropolitan Statistical Area,Monroe,22,51410
33780,"Monroe, MI",Metropolitan Statistical Area,Monroe,26,55020
33860,"Montgomery, AL",Metropolitan Statistical Area,Montgomery,01,51000
33940,"Montrose, CO",Micropolitan Statistical Area,Montrose,08,51745
33980,"Morehead City, NC",Micropolitan Statistical Area,Morehead City,37,44320
34020,"Morgan City, LA",Micropolitan Statistical Area,Morgan City,22,52040
34060,"Morgantown, WV",Metropolitan Statistical Area,Morgantown,54,55756
34100,"Morristown, TN",Metropolitan Statistical Area,Morristown,47,50280
34140,"Moscow, ID",Micropolitan Statistical Area,Moscow,16,54550
34180,"Moses Lake, WA",Micropolitan Statistical Area,Moses Lake,53,47245
34220,"Moultrie, GA",Micropolitan Statistical Area,Moultrie,13,53060
34260,"Mountain Home, AR",Micropolitan Statistical Area,Mountain Home,05,47390
34300,"Mountain Home, ID",Micropolitan Statistical Area,Mountain Home,16,54730
34340,"Mount Airy, NC",Micropolitan Statistical Area,Mount Airy,37,44800
34350,"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,Mount Gay-Shamrock,54,56342
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Mount Pleasant,26,56020
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Mount Pleasant,48,49800
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Mount Sterling,21,54084
34500,"Mount Vernon, IL",Micropolitan Statistical Area,Mount Vernon,17,51180
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Mount Vernon,39,53102
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Anacortes,53,01990
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Mount Vernon,53,47560
34620,"Muncie, IN",Metropolitan Statistical Area,Muncie,18,51876
34660,"Murray, KY",Micropolitan Statistical Area,Murray,21,54642
34700,"Muscatine, IA",Micropolitan Statistical Area,Muscatine,19,55110
34740,"Muskegon, MI",Metropolitan Statistical Area,Muskegon,26,56320
34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee,40,50050
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Conway,45,16405
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Myrtle Beach,45,49075
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,North Myrtle Beach,45,51280
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches,48,50256
34900,"Napa, CA",Metropolitan Statistical Area,Napa,06,50258
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Marco Island,12,43083
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Naples,12,47625
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Franklin,47,27740
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Murfreesboro,47,51560
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Nashville-Davidson metropolitan government (balance),47,52006
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Natchez,28,50440
35060,"Natchitoches, LA",Micropolitan Statistical Area,Natchitoches,22,53545
35100,"New Bern, NC",Metropolitan Statistical Area,New Bern,37,46340
35140,"Newberry, SC",Micropolitan Statistical Area,Newberry,45,49570
35220,"New Castle, IN",Micropolitan Statistical Area,New Castle,18,52740
35260,"New Castle, PA",Micropolitan Statistical Area,New Castle,42,53368
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,Milford city (balance),09,47515
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,New Haven,09,52000
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Metairie,22,50115
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,New Orleans,22,55000
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Dover,39,22456
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,New Philadelphia,39,55216
35440,"Newport, OR",Micropolitan Statistical Area,Newport,41,52450
35460,"Newport, TN",Micropolitan Statistical Area,Newport,47,53000
35580,"New Ulm, MN",Micropolitan Statistical Area,New Ulm,27,46042
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Jersey City,34,36000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Lakewood,34,38580
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Newark,34,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Brunswick,34,51210
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York,36,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,White Plains,36,81677
35660,"Niles, MI",Metropolitan Statistical Area,Niles,26,57760
35700,"Nogales, AZ",Micropolitan Statistical Area,Nogales,04,49640
35740,"Norfolk, NE",Micropolitan Statistical Area,Norfolk,31,34615
35820,"North Platte, NE",Micropolitan Statistical Area,North Platte,31,35000
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Bradenton,12,07950
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,North Port,12,49675
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Sarasota,12,64175
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Venice,12,73900
35860,"North Vernon, IN",Micropolitan Statistical Area,North Vernon,18,55116
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,North Wilkesboro,37,47880
35940,"Norwalk, OH",Micropolitan Statistical Area,Norwalk,39,57302
35980,"Norwich-New London, CT",Metropolitan Statistical Area,New London,09,52280
35980,"Norwich-New London, CT",Metropolitan Statistical Area,Norwich,09,56200
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Oak Harbor,53,50360
36100,"Ocala, FL",Metropolitan Statistical Area,Ocala,12,50750
36140,"Ocean City, NJ",Metropolitan Statistical Area,Ocean City,34,54360
36220,"Odessa, TX",Metropolitan Statistical Area,Odessa,48,53388
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Clearfield,49,13850
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Ogden,49,55980
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Massena,36,46019
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Ogdensburg,36,54485
36340,"Oil City, PA",Micropolitan Statistical Area,Oil City,42,56456
36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee,12,51200
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma City,40,55000
36460,"Olean, NY",Micropolitan Statistical Area,Olean,36,54716
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Lacey,53,36745
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Olympia,53,51300
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Tumwater,53,72905
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Council Bluffs,19,16860
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Omaha,31,37000
36580,"Oneonta, NY",Micropolitan Statistical Area,Oneonta,36,54881
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Ontario,41,54900
36660,"Opelousas, LA",Micropolitan Statistical Area,Opelousas,22,58045
36700,"Orangeburg, SC",Micropolitan Statistical Area,Orangeburg,45,53080
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Kissimmee,12,36950
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orlando,12,53000
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Sanford,12,63650
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Neenah,55,55750
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Oshkosh,55,60500
36820,"Oskaloosa, IA",Micropolitan Statistical Area,Oskaloosa,19,59925
36830,"Othello, WA",Micropolitan Statistical Area,Othello,53,52215
36837,"Ottawa, IL",Micropolitan Statistical Area,Ottawa,17,56926
36840,"Ottawa, KS",Micropolitan Statistical Area,Ottawa,20,53550
36900,"Ottumwa, IA",Micropolitan Statistical Area,Ottumwa,19,60465
36940,"Owatonna, MN",Micropolitan Statistical Area,Owatonna,27,49300
36980,"Owensboro, KY",Metropolitan Statistical Area,Owensboro,21,58620
37060,"Oxford, MS",Micropolitan Statistical Area,Oxford,28,54840
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Camarillo,06,10046
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Oxnard,06,54652
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,San Buenaventura (Ventura),06,65042
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Thousand Oaks,06,78582
37120,"Ozark, AL",Micropolitan Statistical Area,Ozark,01,57648
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Paducah,21,58836
37220,"Pahrump, NV",Micropolitan Statistical Area,Pahrump,32,53800
37260,"Palatka, FL",Micropolitan Statistical Area,Palatka,12,53875
37300,"Palestine, TX",Micropolitan Statistical Area,Palestine,48,54708
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Melbourne,12,43975
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Palm Bay,12,54000
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Titusville,12,71900
37420,"Pampa, TX",Micropolitan Statistical Area,Pampa,48,54912
37460,"Panama City, FL",Metropolitan Statistical Area,Panama City,12,54700
37500,"Paragould, AR",Micropolitan Statistical Area,Paragould,05,53390
37540,"Paris, TN",Micropolitan Statistical Area,Paris,47,56720
37580,"Paris, TX",Micropolitan Statistical Area,Paris,48,55080
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Parkersburg,54,62140
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Vienna,54,83500
37660,"Parsons, KS",Micropolitan Statistical Area,Parsons,20,54675
37740,"Payson, AZ",Micropolitan Statistical Area,Payson,04,53700
37770,"Pearsall, TX",Micropolitan Statistical Area,Pearsall,48,56384
37780,"Pecos, TX",Micropolitan Statistical Area,Pecos,48,56516
37800,"Pella, IA",Micropolitan Statistical Area,Pella,19,62040
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Brent,12,08300
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Ferry Pass,12,22275
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Pensacola,12,55925
37900,"Peoria, IL",Metropolitan Statistical Area,Peoria,17,59000
37940,"Peru, IN",Micropolitan Statistical Area,Peru,18,59328
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Wilmington,10,77580
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden,34,10000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Philadelphia,42,60000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Casa Grande,04,10530
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Chandler,04,12000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Mesa,04,46000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Phoenix,04,55000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Scottsdale,04,65000
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Tempe,04,73000
38100,"Picayune, MS",Micropolitan Statistical Area,Picayune,28,57160
38180,"Pierre, SD",Micropolitan Statistical Area,Pierre,46,49600
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Pine Bluff,05,55310
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Pinehurst,37,51940
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Southern Pines,37,63120
38260,"Pittsburg, KS",Micropolitan Statistical Area,Pittsburg,20,56025
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pittsburgh,42,61000
38340,"Pittsfield, MA",Metropolitan Statistical Area,Pittsfield,25,53960
38380,"Plainview, TX",Micropolitan Statistical Area,Plainview,48,57980
38420,"Platteville, WI",Micropolitan Statistical Area,Platteville,55,63250
38460,"Plattsburgh, NY",Micropolitan Statistical Area,Plattsburgh,36,58574
38500,"Plymouth, IN",Micropolitan Statistical Area,Plymouth,18,60822
38540,"Pocatello, ID",Metropolitan Statistical Area,Pocatello,16,64090
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Point Pleasant,54,64708
38620,"Ponca City, OK",Micropolitan Statistical Area,Ponca City,40,59850
38660,"Ponce, PR",Metropolitan Statistical Area,Ponce,72,63820
38700,"Pontiac, IL",Micropolitan Statistical Area,Pontiac,17,61015
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Poplar Bluff,29,59096
38780,"Portales, NM",Micropolitan Statistical Area,Portales,35,59260
38820,"Port Angeles, WA",Micropolitan Statistical Area,Port Angeles,53,55365
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Portland,23,60545
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,South Portland,23,71990
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Beaverton,41,05350
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Hillsboro,41,34100
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Portland,41,59000
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Tigard,41,73650
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Vancouver,53,74060
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Port Lavaca,48,58916
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Port St. Lucie,12,58715
39020,"Portsmouth, OH",Micropolitan Statistical Area,Portsmouth,39,64304
39060,"Pottsville, PA",Micropolitan Statistical Area,Pottsville,42,62432
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Middletown,36,47042
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Newburgh,36,50034
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Poughkeepsie,36,59641
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Woodbury,36,82750
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Prescott,04,57380
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Prescott Valley,04,57450
39220,"Price, UT",Micropolitan Statistical Area,Price,49,62030
39260,"Prineville, OR",Micropolitan Statistical Area,Prineville,41,59850
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Providence,44,59000
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Warwick,44,74300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Orem,49,57300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Provo,49,62470
39380,"Pueblo, CO",Metropolitan Statistical Area,Pueblo,08,62000
39420,"Pullman, WA",Micropolitan Statistical Area,Pullman,53,56625
39460,"Punta Gorda, FL",Metropolitan Statistical Area,Punta Gorda,12,59200
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Quincy,17,62367
39540,"Racine, WI",Metropolitan Statistical Area,Racine,55,66000
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Cary,37,10740
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Raleigh,37,55000
39660,"Rapid City, SD",Metropolitan Statistical Area,Rapid City,46,52980
39700,"Raymondville, TX",Micropolitan Statistical Area,Raymondville,48,60836
39740,"Reading, PA",Metropolitan Statistical Area,Reading,42,63624
39780,"Red Bluff, CA",Micropolitan Statistical Area,Red Bluff,06,59892
39820,"Redding, CA",Metropolitan Statistical Area,Redding,06,59920
39860,"Red Wing, MN",Micropolitan Statistical Area,Red Wing,27,53620
39900,"Reno, NV",Metropolitan Statistical Area,Reno,32,60600
39940,"Rexburg, ID",Micropolitan Statistical Area,Rexburg,16,67420
39980,"Richmond, IN",Micropolitan Statistical Area,Richmond,18,64260
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond,51,67000
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Berea,21,05842
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Richmond,21,65226
40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Rio Grande City,48,62168
40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Roma,48,63020
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Chino,06,13210
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Corona,06,16350
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Ontario,06,53896
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Palm Desert,06,55184
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Redlands,06,59962
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Riverside,06,62000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,San Bernardino,06,65000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Temecula,06,78120
40180,"Riverton, WY",Micropolitan Statistical Area,Riverton,56,66220
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke,51,68000
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Roanoke Rapids,37,56900
40300,"Rochelle, IL",Micropolitan Statistical Area,Rochelle,17,64746
40340,"Rochester, MN",Metropolitan Statistical Area,Rochester,27,54880
40380,"Rochester, NY",Metropolitan Statistical Area,Rochester,36,63000
40420,"Rockford, IL",Metropolitan Statistical Area,Rockford,17,65000
40460,"Rockingham, NC",Micropolitan Statistical Area,Rockingham,37,57260
40530,"Rockport, TX",Micropolitan Statistical Area,Rockport,48,62804
40540,"Rock Springs, WY",Micropolitan Statistical Area,Rock Springs,56,67235
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Rocky Mount,37,57500
40620,"Rolla, MO",Micropolitan Statistical Area,Rolla,29,62912
40660,"Rome, GA",Metropolitan Statistical Area,Rome,13,66668
40700,"Roseburg, OR",Micropolitan Statistical Area,Roseburg,41,63650
40740,"Roswell, NM",Micropolitan Statistical Area,Roswell,35,64930
40760,"Ruidoso, NM",Micropolitan Statistical Area,Ruidoso,35,65210
40780,"Russellville, AR",Micropolitan Statistical Area,Russellville,05,61670
40820,"Ruston, LA",Micropolitan Statistical Area,Ruston,22,66655
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland,50,61225
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Folsom,06,24638
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Rancho Cordova,06,59444
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Roseville,06,62938
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Sacramento,06,64000
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,West Sacramento,06,84816
40940,"Safford, AZ",Micropolitan Statistical Area,Safford,04,62000
40980,"Saginaw, MI",Metropolitan Statistical Area,Saginaw,26,70520
41060,"St. Cloud, MN",Metropolitan Statistical Area,St. Cloud,27,56896
41100,"St. George, UT",Metropolitan Statistical Area,St. George,49,65330
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,St. Joseph,29,64550
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Charles,29,64082
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis,29,65000
41220,"St. Marys, GA",Micropolitan Statistical Area,St. Marys,13,67984
41260,"St. Marys, PA",Micropolitan Statistical Area,St. Marys,42,67344
41400,"Salem, OH",Micropolitan Statistical Area,Salem,39,69834
41420,"Salem, OR",Metropolitan Statistical Area,Salem,41,64900
41460,"Salina, KS",Micropolitan Statistical Area,Salina,20,62700
41500,"Salinas, CA",Metropolitan Statistical Area,Salinas,06,64224
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Salisbury,24,69925
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Salt Lake City,49,67000
41660,"San Angelo, TX",Metropolitan Statistical Area,San Angelo,48,64472
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,New Braunfels,48,50820
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,San Antonio,48,65000
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Carlsbad,06,11194
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Chula Vista,06,13392
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Poway,06,58520
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,San Diego,06,66000
41760,"Sandpoint, ID",Micropolitan Statistical Area,Sandpoint,16,72100
41780,"Sandusky, OH",Micropolitan Statistical Area,Sandusky,39,70380
41820,"Sanford, NC",Micropolitan Statistical Area,Sanford,37,59280
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Berkeley,06,06000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Livermore,06,41992
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Oakland,06,53000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Pleasanton,06,57792
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Redwood City,06,60102
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Francisco,06,67000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Mateo,06,68252
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Rafael,06,68364
